district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
เกาะพระ,ปะทิว,ชุมพร,,,8603,86,Ko Phra,Pathio,Chumphon
เกาะยอ,ปะทิว,ชุมพร,,,8603,86,Ko Yo,Pathio,Chumphon
เกาะรัง,ปะทิว,ชุมพร,,,8603,86,Ko Rang,Pathio,Chumphon
เกาะร้านไก่,ปะทิว,ชุมพร,,,8603,86,Ko Ran Kai,Pathio,Chumphon
เกาะร้านเป็ด,ปะทิว,ชุมพร,,,8603,86,Ko Ran Ped,Pathio,Chumphon
เกาะเอียง,ปะทิว,ชุมพร,,,8603,86,Ko Iang,Pathio,Chumphon
เขาไชยราช,ปะทิว,ชุมพร,86210,860307,8603,86,Khao Chai Rat,Pathio,Chumphon
ชุมโค,ปะทิว,ชุมพร,86160,860304,8603,86,Chum Kho,Pathio,Chumphon
ดอนยาง,ปะทิว,ชุมพร,86210,860305,8603,86,Don Yang,Pathio,Chumphon
ทะเลทรัพย์,ปะทิว,ชุมพร,86160,860302,8603,86,Thale Sap,Pathio,Chumphon
บางสน,ปะทิว,ชุมพร,86160,860301,8603,86,Bang Song,Pathio,Chumphon
ปากคลอง,ปะทิว,ชุมพร,86210,860306,8603,86,Pak Khlong,Pathio,Chumphon
สะพลี,ปะทิว,ชุมพร,86230,860303,8603,86,Saphli,Pathio,Chumphon
ปังหวาน,พะโต๊ะ,ชุมพร,86180,860603,8606,86,Pang Wan,Phato,Chumphon
ปากทรง,พะโต๊ะ,ชุมพร,86180,860602,8606,86,Pak Song,Phato,Chumphon
พระรักษ์,พะโต๊ะ,ชุมพร,86180,860604,8606,86,Phra Rak,Phato,Chumphon
พะโต๊ะ,พะโต๊ะ,ชุมพร,86180,860601,8606,86,Phato,Phato,Chumphon
เกาะกา,เมืองชุมพร,ชุมพร,,,8601,86,Ko Ka,Mueang Chumphon,Chumphon
เกาะกินหลักง้ำ,เมืองชุมพร,ชุมพร,,,8601,86,Ko Gin Lak Ngam,Mueang Chumphon,Chumphon
เกาะงามเล็ก,เมืองชุมพร,ชุมพร,,,8601,86,Ko Ngam Lek,Mueang Chumphon,Chumphon
เกาะงามใหญ่,เมืองชุมพร,ชุมพร,,,8601,86,Ko Ngam Yai,Mueang Chumphon,Chumphon
เกาะทองหลาง,เมืองชุมพร,ชุมพร,,,8601,86,Ko Thong Lang,Mueang Chumphon,Chumphon
เกาะทะลุ,เมืองชุมพร,ชุมพร,,,8601,86,Ko Thalu,Mueang Chumphon,Chumphon
เกาะมะพร้าว,เมืองชุมพร,ชุมพร,,,8601,86,Ko Maphrao,Mueang Chumphon,Chumphon
เกาะมัตโพน,เมืองชุมพร,ชุมพร,,,8601,86,Ko Mat Phon,Mueang Chumphon,Chumphon
เกาะมาตรา,เมืองชุมพร,ชุมพร,,,8601,86,Ko Matra,Mueang Chumphon,Chumphon
เกาะรังกาจิว,เมืองชุมพร,ชุมพร,,,8601,86,Ko Rang Ka Jew,Mueang Chumphon,Chumphon
เกาะละวะ,เมืองชุมพร,ชุมพร,,,8601,86,Ko Lawa,Mueang Chumphon,Chumphon
เกาะสาก,เมืองชุมพร,ชุมพร,,,8601,86,Ko Sak,Mueang Chumphon,Chumphon
เกาะเสม็ด,เมืองชุมพร,ชุมพร,,,8601,86,Ko Samet,Mueang Chumphon,Chumphon
เกาะหลักแรด,เมืองชุมพร,ชุมพร,,,8601,86,Ko Lak Raet,Mueang Chumphon,Chumphon
เกาะอีแรด,เมืองชุมพร,ชุมพร,,,8601,86,Ko I Raet,Mueang Chumphon,Chumphon
ขุนกระทิง,เมืองชุมพร,ชุมพร,86190,860113,8601,86,Khun Krathing,Mueang Chumphon,Chumphon
ตากแดด,เมืองชุมพร,ชุมพร,86000,860107,8601,86,Tak Daet,Mueang Chumphon,Chumphon
ถ้ำสิงห์,เมืองชุมพร,ชุมพร,86100,860117,8601,86,Tham Sing,Mueang Chumphon,Chumphon
ท่าตะเภา,เมืองชุมพร,ชุมพร,86000,860101,8601,86,Tha Taphao,Mueang Chumphon,Chumphon
ท่ายาง,เมืองชุมพร,ชุมพร,86000,860103,8601,86,Tha Yang,Mueang Chumphon,Chumphon
ทุ่งคา,เมืองชุมพร,ชุมพร,86100,860114,8601,86,Thung Kha,Mueang Chumphon,Chumphon
นาชะอัง,เมืองชุมพร,ชุมพร,86000,860106,8601,86,Na Cha-ang,Mueang Chumphon,Chumphon
นาทุ่ง,เมืองชุมพร,ชุมพร,86000,860105,8601,86,Na Thung,Mueang Chumphon,Chumphon
บางลึก,เมืองชุมพร,ชุมพร,86000,860108,8601,86,Bang Luek,Mueang Chumphon,Chumphon
บางหมาก,เมืองชุมพร,ชุมพร,86000,860104,8601,86,Bang Mak,Mueang Chumphon,Chumphon
บ้านนา,เมืองชุมพร,ชุมพร,86190,860112,8601,86,Ban Na,Mueang Chumphon,Chumphon
ปากน้ำ,เมืองชุมพร,ชุมพร,86120,860102,8601,86,Pak Nam,Mueang Chumphon,Chumphon
วังไผ่,เมืองชุมพร,ชุมพร,86000,860110,8601,86,Wang Phai,Mueang Chumphon,Chumphon
วังใหม่,เมืองชุมพร,ชุมพร,86190,860111,8601,86,Wang Mai,Mueang Chumphon,Chumphon
วิสัยเหนือ,เมืองชุมพร,ชุมพร,86100,860115,8601,86,Wisai Nuea,Mueang Chumphon,Chumphon
หาดทรายรี,เมืองชุมพร,ชุมพร,86120,860116,8601,86,Hat Sai Ri,Mueang Chumphon,Chumphon
หาดพันไกร,เมืองชุมพร,ชุมพร,86000,860109,8601,86,Hat Phan Krai,Mueang Chumphon,Chumphon
ทุ่งคาวัด,ละแม,ชุมพร,86170,860504,8605,86,Thung Kha Wat,Lamae,Chumphon
ทุ่งหลวง,ละแม,ชุมพร,86170,860502,8605,86,Thung Luang,Lamae,Chumphon
ละแม,ละแม,ชุมพร,86170,860501,8605,86,Lamae,Lamae,Chumphon
สวนแตง,ละแม,ชุมพร,86170,860503,8605,86,Suan Taeng,Lamae,Chumphon
เกาะกระ,สวี,ชุมพร,,,8607,86,Ko Kra,Sawi,Chumphon
เกาะกุลา,สวี,ชุมพร,,,8607,86,Ko Kula,Sawi,Chumphon
เกาะทองแก้ว,สวี,ชุมพร,,,8607,86,Ko Thong Kaew,Sawi,Chumphon
เกาะบาตร์,สวี,ชุมพร,,,8607,86,Ko Bart,Sawi,Chumphon
เกาะพัดหวายเล็ก,สวี,ชุมพร,,,8607,86,Ko Pat Wai Lek,Sawi,Chumphon
เกาะพัดหวายใหญ่,สวี,ชุมพร,,,8607,86,Ko Pat Wai Yai,Sawi,Chumphon
เกาะแมว,สวี,ชุมพร,,,8607,86,Ko Maeo,Sawi,Chumphon
เกาะยูง,สวี,ชุมพร,,,8607,86,Ko Yoong,Sawi,Chumphon
เกาะแรด,สวี,ชุมพร,,,8607,86,Ko Raet,Sawi,Chumphon
เกาะหนู,สวี,ชุมพร,,,8607,86,Ko Nu,Sawi,Chumphon
เขาค่าย,สวี,ชุมพร,86130,860711,8607,86,Khao Khai,Sawi,Chumphon
เขาทะลุ,สวี,ชุมพร,86130,860710,8607,86,Khao Thalu,Sawi,Chumphon
ครน,สวี,ชุมพร,86130,860707,8607,86,Khron,Sawi,Chumphon
ด่านสวี,สวี,ชุมพร,86130,860706,8607,86,Dan Sawi,Sawi,Chumphon
ท่าหิน,สวี,ชุมพร,86130,860704,8607,86,Tha Hin,Sawi,Chumphon
ทุ่งระยะ,สวี,ชุมพร,86130,860703,8607,86,Thung Raya,Sawi,Chumphon
นาโพธิ์,สวี,ชุมพร,86130,860701,8607,86,Na Pho,Sawi,Chumphon
นาสัก,สวี,ชุมพร,86130,860709,8607,86,Na Sak,Sawi,Chumphon
ปากแพรก,สวี,ชุมพร,86130,860705,8607,86,Pak Phraek,Sawi,Chumphon
วิสัยใต้,สวี,ชุมพร,86130,860708,8607,86,Wisai Tai,Sawi,Chumphon
สวี,สวี,ชุมพร,86130,860702,8607,86,Sawi,Sawi,Chumphon
เกาะพิทักษ์,หลังสวน,ชุมพร,,,8604,86,Ko Pitak,Lang Suan,Chumphon
ขันเงิน,หลังสวน,ชุมพร,86110,860402,8604,86,Khan Ngoen,Lang Suan,Chumphon
ท่ามะพลา,หลังสวน,ชุมพร,86110,860403,8604,86,Tha Maphla,Lang Suan,Chumphon
นาขา,หลังสวน,ชุมพร,86110,860404,8604,86,Na Kha,Lang Suan,Chumphon
นาพญา,หลังสวน,ชุมพร,86110,860405,8604,86,Na Phaya,Lang Suan,Chumphon
บางน้ำจืด,หลังสวน,ชุมพร,86150,860408,8604,86,Bang Nam Chuet,Lang Suan,Chumphon
บางมะพร้าว,หลังสวน,ชุมพร,86110,860407,8604,86,Bang Maphrao,Lang Suan,Chumphon
บ้านควน,หลังสวน,ชุมพร,86110,860406,8604,86,Ban Khuan,Lang Suan,Chumphon
ปากน้ำ,หลังสวน,ชุมพร,86150,860102,8604,86,Pak Nam,Lang Suan,Chumphon
พ้อแดง,หลังสวน,ชุมพร,86110,860410,8604,86,Pho Daeng,Lang Suan,Chumphon
วังตะกอ,หลังสวน,ชุมพร,86110,860412,8604,86,Wang Tako,Lang Suan,Chumphon
หลังสวน,หลังสวน,ชุมพร,86110,860401,8604,86,Lang Suan,Lang Suan,Chumphon
หาดยาย,หลังสวน,ชุมพร,86110,860413,8604,86,Hat Yai,Lang Suan,Chumphon
แหลมทราย,หลังสวน,ชุมพร,86110,860411,8604,86,Laem Sai,Lang Suan,Chumphon
ต้า,ขุนตาล,เชียงราย,57340,570496,5714,57,Ta,Khun Tan,Chiang Rai
ป่าตาล,ขุนตาล,เชียงราย,57340,570499,5714,57,Pa Tan,Khun Tan,Chiang Rai
ยางฮอม,ขุนตาล,เชียงราย,57340,570497,5714,57,Yang Hom,Khun Tan,Chiang Rai
ครึ่ง,เชียงของ,เชียงราย,57140,570303,5703,57,Khrueng,Chiang Khong,Chiang Rai
บุญเรือง,เชียงของ,เชียงราย,57140,570304,5703,57,Bun Rueang,Chiang Khong,Chiang Rai
ริมโขง,เชียงของ,เชียงราย,57140,570310,5703,57,Rim Khong,Chiang Khong,Chiang Rai
เวียง,เชียงของ,เชียงราย,57140,570101,5703,57,Wiang,Chiang Khong,Chiang Rai
ศรีดอนชัย,เชียงของ,เชียงราย,57140,570308,5703,57,Si Don Chai,Chiang Khong,Chiang Rai
สถาน,เชียงของ,เชียงราย,57140,570302,5703,57,Sathan,Chiang Khong,Chiang Rai
ห้วยซ้อ,เชียงของ,เชียงราย,57140,570305,5703,57,Huai So,Chiang Khong,Chiang Rai
บ้านแซว,เชียงแสน,เชียงราย,57150,570803,5708,57,Ban Saeo,Chiang Saen,Chiang Rai
ป่าสัก,เชียงแสน,เชียงราย,57150,570802,5708,57,Pa Sak,Chiang Saen,Chiang Rai
แม่เงิน,เชียงแสน,เชียงราย,57150,570805,5708,57,Mae Ngoen,Chiang Saen,Chiang Rai
โยนก,เชียงแสน,เชียงราย,57150,570806,5708,57,Yonok,Chiang Saen,Chiang Rai
เวียง,เชียงแสน,เชียงราย,57150,570101,5708,57,Wiang,Chiang Saen,Chiang Rai
ศรีดอนมูล,เชียงแสน,เชียงราย,57150,570804,5708,57,Si Don Mun,Chiang Saen,Chiang Rai
โชคชัย,ดอยหลวง,เชียงราย,57110,570717,5718,57,Chok Chai,Doi Luang,Chiang Rai
ปงน้อย,ดอยหลวง,เชียงราย,57110,570707,5718,57,Pong Noi,Doi Luang,Chiang Rai
หนองป่าก่อ,ดอยหลวง,เชียงราย,57110,570709,5718,57,Nong Pa Ko,Doi Luang,Chiang Rai
งิ้ว,เทิง,เชียงราย,57160,570402,5704,57,Ngio,Thoeng,Chiang Rai
เชียงเคี่ยน,เทิง,เชียงราย,57230,570405,5704,57,Chiang Khian,Thoeng,Chiang Rai
ตับเต่า,เทิง,เชียงราย,57160,570409,5704,57,Tap Tao,Thoeng,Chiang Rai
ปล้อง,เทิง,เชียงราย,57230,570403,5704,57,Plong,Thoeng,Chiang Rai
แม่ลอย,เทิง,เชียงราย,57230,570404,5704,57,Mae Loi,Thoeng,Chiang Rai
เวียง,เทิง,เชียงราย,57160,570101,5704,57,Wiang,Thoeng,Chiang Rai
ศรีดอนไชย,เทิง,เชียงราย,57230,570412,5704,57,Si Don Chai,Thoeng,Chiang Rai
สันทรายงาม,เทิง,เชียงราย,57160,570411,5704,57,San Sai Ngam,Thoeng,Chiang Rai
หงาว,เทิง,เชียงราย,57160,570410,5704,57,Ngao,Thoeng,Chiang Rai
หนองแรด,เทิง,เชียงราย,57230,570413,5704,57,Nong Raet,Thoeng,Chiang Rai
ป่าแงะ,ป่าแดด,เชียงราย,57190,570597,5706,57,Pa Ngae,Pa Daet,Chiang Rai
ป่าแดด,ป่าแดด,เชียงราย,57190,570599,5706,57,Pa Daet,Pa Daet,Chiang Rai
โรงช้าง,ป่าแดด,เชียงราย,57190,570605,5706,57,Rong Chang,Pa Daet,Chiang Rai
ศรีโพธิ์เงิน,ป่าแดด,เชียงราย,57190,570606,5706,57,Si Pho Ngoen,Pa Daet,Chiang Rai
สันมะค่า,ป่าแดด,เชียงราย,57190,570598,5706,57,San Makha,Pa Daet,Chiang Rai
ตาดควัน,พญาเม็งราย,เชียงราย,57290,571205,5712,57,Tat Khwan,Phaya Mengrai,Chiang Rai
เม็งราย,พญาเม็งราย,เชียงราย,57290,571204,5712,57,Mengrai,Phaya Mengrai,Chiang Rai
แม่ต๋ำ,พญาเม็งราย,เชียงราย,57290,571202,5712,57,Mae Tam,Phaya Mengrai,Chiang Rai
แม่เปา,พญาเม็งราย,เชียงราย,57290,570498,5712,57,Mae Pao,Phaya Mengrai,Chiang Rai
ไม้ยา,พญาเม็งราย,เชียงราย,57290,571203,5712,57,Mai Ya,Phaya Mengrai,Chiang Rai
เจริญเมือง,พาน,เชียงราย,57120,570507,5705,57,Charoen Mueang,Phan,Chiang Rai
ดอยงาม,พาน,เชียงราย,57120,570505,5705,57,Doi Ngam,Phan,Chiang Rai
ทรายขาว,พาน,เชียงราย,57120,570510,5705,57,Sai Khao,Phan,Chiang Rai
ทานตะวัน,พาน,เชียงราย,57280,570514,5705,57,Than Tawan,Phan,Chiang Rai
ธารทอง,พาน,เชียงราย,57250,570503,5705,57,Than Thong,Phan,Chiang Rai
ป่าหุ่ง,พาน,เชียงราย,57120,570508,5705,57,Pa Hung,Phan,Chiang Rai
ม่วงคำ,พาน,เชียงราย,57120,570509,5705,57,Muang Kham,Phan,Chiang Rai
เมืองพาน,พาน,เชียงราย,57120,570513,5705,57,Mueang Phan,Phan,Chiang Rai
แม่เย็น,พาน,เชียงราย,57280,570512,5705,57,Mae Yen,Phan,Chiang Rai
แม่อ้อ,พาน,เชียงราย,57120,570502,5705,57,Mae O,Phan,Chiang Rai
เวียงห้าว,พาน,เชียงราย,57120,570515,5705,57,Wiang Hao,Phan,Chiang Rai
สันกลาง,พาน,เชียงราย,57120,570511,5705,57,San Klang,Phan,Chiang Rai
สันติสุข,พาน,เชียงราย,57120,570504,5705,57,Santi Suk,Phan,Chiang Rai
สันมะเค็ด,พาน,เชียงราย,57120,570501,5705,57,San Makhet,Phan,Chiang Rai
หัวง้ม,พาน,เชียงราย,57120,570506,5705,57,Hua Ngom,Phan,Chiang Rai
ดอยลาน,เมืองเชียงราย,เชียงราย,57000,570115,5701,57,Doi Lan,Mueang Chiang Rai,Chiang Rai
ดอยฮาง,เมืองเชียงราย,เชียงราย,57000,570120,5701,57,Doi Hang,Mueang Chiang Rai,Chiang Rai
ท่าสาย,เมืองเชียงราย,เชียงราย,57000,570118,5701,57,Tha Sai,Mueang Chiang Rai,Chiang Rai
ท่าสุด,เมืองเชียงราย,เชียงราย,57100,570121,5701,57,Tha Sut,Mueang Chiang Rai,Chiang Rai
นางแล,เมืองเชียงราย,เชียงราย,57100,570104,5701,57,Nang Lae,Mueang Chiang Rai,Chiang Rai
บ้านดู่,เมืองเชียงราย,เชียงราย,57100,570103,5701,57,Ban Du,Mueang Chiang Rai,Chiang Rai
ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,57000,570116,5701,57,Pa O Don Chai,Mueang Chiang Rai,Chiang Rai
แม่กรณ์,เมืองเชียงราย,เชียงราย,57000,570111,5701,57,Mae Kon,Mueang Chiang Rai,Chiang Rai
แม่ข้าวต้ม,เมืองเชียงราย,เชียงราย,57100,570105,5701,57,Mae Khao Tom,Mueang Chiang Rai,Chiang Rai
แม่ยาว,เมืองเชียงราย,เชียงราย,57100,570106,5701,57,Mae Yao,Mueang Chiang Rai,Chiang Rai
รอบเวียง,เมืองเชียงราย,เชียงราย,57000,570102,5701,57,Rop Wiang,Mueang Chiang Rai,Chiang Rai
ริมกก,เมืองเชียงราย,เชียงราย,57100,570114,5701,57,Rim Kok,Mueang Chiang Rai,Chiang Rai
เวียง,เมืองเชียงราย,เชียงราย,57000,570101,5701,57,Wiang,Mueang Chiang Rai,Chiang Rai
สันทราย,เมืองเชียงราย,เชียงราย,57000,570107,5701,57,San Sai,Mueang Chiang Rai,Chiang Rai
ห้วยชมภู,เมืองเชียงราย,เชียงราย,57000,570112,5701,57,Huai Chomphu,Mueang Chiang Rai,Chiang Rai
ห้วยสัก,เมืองเชียงราย,เชียงราย,57000,570113,5701,57,Huai Sak,Mueang Chiang Rai,Chiang Rai
จอมสวรรค์,แม่จัน,เชียงราย,57110,570713,5707,57,Chom Sawan,Mae Chan,Chiang Rai
จันจว้า,แม่จัน,เชียงราย,57270,570702,5707,57,Chan Chwa,Mae Chan,Chiang Rai
จันจว้าใต้,แม่จัน,เชียงราย,57270,570712,5707,57,Chan Chwa Tai,Mae Chan,Chiang Rai
ท่าข้าวเปลือก,แม่จัน,เชียงราย,57110,570706,5707,57,Tha Khao Plueak,Mae Chan,Chiang Rai
ป่าซาง,แม่จัน,เชียงราย,57110,570205,5707,57,Pa Sang,Mae Chan,Chiang Rai
ป่าตึง,แม่จัน,เชียงราย,57110,570708,5707,57,Pa Tueng,Mae Chan,Chiang Rai
แม่คำ,แม่จัน,เชียงราย,57240,570703,5707,57,Mae Kham,Mae Chan,Chiang Rai
แม่จัน,แม่จัน,เชียงราย,57110,570701,5707,57,Mae Chan,Mae Chan,Chiang Rai
แม่ไร่,แม่จัน,เชียงราย,57240,570710,5707,57,Mae Rai,Mae Chan,Chiang Rai
ศรีค้ำ,แม่จัน,เชียงราย,57110,570711,5707,57,Si Kham,Mae Chan,Chiang Rai
สันทราย,แม่จัน,เชียงราย,57110,570107,5707,57,San Sai,Mae Chan,Chiang Rai
เทอดไทย,แม่ฟ้าหลวง,เชียงราย,57240,571501,5715,57,Thoet Thai,Mae Fa Luang,Chiang Rai
แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,57240,571504,5715,57,Mae Fa Luang,Mae Fa Luang,Chiang Rai
แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,57110,570716,5715,57,Mae Salong Nok,Mae Fa Luang,Chiang Rai
แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,57110,571502,5715,57,Mae Salong Nai,Mae Fa Luang,Chiang Rai
จอมหมอกแก้ว,แม่ลาว,เชียงราย,57250,570117,5716,57,Chom Mok Kaeo,Mae Lao,Chiang Rai
ดงมะดะ,แม่ลาว,เชียงราย,57250,570109,5716,57,Dong Mada,Mae Lao,Chiang Rai
บัวสลี,แม่ลาว,เชียงราย,57250,570108,5716,57,Bua Sali,Mae Lao,Chiang Rai
ป่าก่อดำ,แม่ลาว,เชียงราย,57250,570110,5716,57,Pa Ko Dam,Mae Lao,Chiang Rai
โป่งแพร่,แม่ลาว,เชียงราย,57000,570119,5716,57,Pong Phrae,Mae Lao,Chiang Rai
เจดีย์หลวง,แม่สรวย,เชียงราย,57180,571007,5710,57,Chedi Luang,Mae Suai,Chiang Rai
ท่าก๊อ,แม่สรวย,เชียงราย,57180,571005,5710,57,Tha Ko,Mae Suai,Chiang Rai
ป่าแดด,แม่สรวย,เชียงราย,57180,570599,5710,57,Pa Daet,Mae Suai,Chiang Rai
แม่พริก,แม่สรวย,เชียงราย,57180,571003,5710,57,Mae Phrik,Mae Suai,Chiang Rai
แม่สรวย,แม่สรวย,เชียงราย,57180,571001,5710,57,Mae Suai,Mae Suai,Chiang Rai
วาวี,แม่สรวย,เชียงราย,57180,571006,5710,57,Wawi,Mae Suai,Chiang Rai
ศรีถ้อย,แม่สรวย,เชียงราย,57180,571004,5710,57,Si Thoi,Mae Suai,Chiang Rai
เกาะช้าง,แม่สาย,เชียงราย,57130,570903,5709,57,Ko Chang,Mae Sai,Chiang Rai
บ้านด้าย,แม่สาย,เชียงราย,57220,570908,5709,57,Ban Dai,Mae Sai,Chiang Rai
โป่งงาม,แม่สาย,เชียงราย,57130,570909,5709,57,Pong Ngam,Mae Sai,Chiang Rai
โป่งผา,แม่สาย,เชียงราย,57130,570904,5709,57,Pong Pha,Mae Sai,Chiang Rai
แม่สาย,แม่สาย,เชียงราย,57130,570901,5709,57,Mae Sai,Mae Sai,Chiang Rai
เวียงพางคำ,แม่สาย,เชียงราย,57130,570906,5709,57,Wiang Phang Kham,Mae Sai,Chiang Rai
ศรีเมืองชุม,แม่สาย,เชียงราย,57130,570905,5709,57,Si Mueang Chum,Mae Sai,Chiang Rai
ห้วยไคร้,แม่สาย,เชียงราย,57220,570902,5709,57,Huai Khrai,Mae Sai,Chiang Rai
ท่าข้าม,เวียงแก่น,เชียงราย,57310,571304,5713,57,Tha Kham,Wiang Kaen,Chiang Rai
ปอ,เวียงแก่น,เชียงราย,57310,570307,5713,57,Por,Wiang Kaen,Chiang Rai
ม่วงยาย,เวียงแก่น,เชียงราย,57310,570306,5713,57,Muang Yai,Wiang Kaen,Chiang Rai
หล่ายงาว,เวียงแก่น,เชียงราย,57310,570309,5713,57,Lai Ngao,Wiang Kaen,Chiang Rai
ดอนศิลา,เวียงชัย,เชียงราย,57210,570206,5702,57,Don Sila,Wiang Chai,Chiang Rai
ผางาม,เวียงชัย,เชียงราย,57210,570197,5702,57,Pha Ngam,Wiang Chai,Chiang Rai
เมืองชุม,เวียงชัย,เชียงราย,57210,570208,5702,57,Mueang Chum,Wiang Chai,Chiang Rai
เวียงชัย,เวียงชัย,เชียงราย,57210,570198,5702,57,Wiang Chai,Wiang Chai,Chiang Rai
เวียงเหนือ,เวียงชัย,เชียงราย,57210,570196,5702,57,Wiang Nuea,Wiang Chai,Chiang Rai
ดงมหาวัน,เวียงเชียงรุ้ง,เชียงราย,57210,570207,5717,57,Dong Maha Wan,Wiang Chiang Rung,Chiang Rai
ทุ่งก่อ,เวียงเชียงรุ้ง,เชียงราย,57210,570192,5717,57,Thung Ko,Wiang Chiang Rung,Chiang Rai
ป่าซาง,เวียงเชียงรุ้ง,เชียงราย,57210,570205,5717,57,Pa Sang,Wiang Chiang Rung,Chiang Rai
บ้านโป่ง,เวียงป่าเป้า,เชียงราย,57170,571103,5711,57,Ban Pong,Wiang Pa Pao,Chiang Rai
ป่างิ้ว,เวียงป่าเป้า,เชียงราย,57170,571104,5711,57,Pa Ngio,Wiang Pa Pao,Chiang Rai
แม่เจดีย์,เวียงป่าเป้า,เชียงราย,57260,571106,5711,57,Mae Chedi,Wiang Pa Pao,Chiang Rai
แม่เจดีย์ใหม่,เวียงป่าเป้า,เชียงราย,57260,571107,5711,57,Mae Chedi Mai,Wiang Pa Pao,Chiang Rai
เวียง,เวียงป่าเป้า,เชียงราย,57170,570101,5711,57,Wiang,Wiang Pa Pao,Chiang Rai
เวียงกาหลง,เวียงป่าเป้า,เชียงราย,57260,571105,5711,57,Wiang Kalong,Wiang Pa Pao,Chiang Rai
สันสลี,เวียงป่าเป้า,เชียงราย,57170,571101,5711,57,San Sali,Wiang Pa Pao,Chiang Rai
แจ่มหลวง,กัลยาณิวัฒนา,เชียงใหม่,58130,500310,,50,Chaem Luang,Galyani Vadhana,Chiang Mai
บ้านจันทร์,กัลยาณิวัฒนา,เชียงใหม่,58130,500306,,50,Ban Chan,Galyani Vadhana,Chiang Mai
แม่แดด,กัลยาณิวัฒนา,เชียงใหม่,58130,500309,,50,Mae Daet,Galyani Vadhana,Chiang Mai
ข่วงเปา,จอมทอง,เชียงใหม่,50160,500204,5002,50,Khuang Pao,Chom Thong,Chiang Mai
ดอยแก้ว,จอมทอง,เชียงใหม่,50160,500207,5002,50,Doi Kaeo,Chom Thong,Chiang Mai
บ้านแปะ,จอมทอง,เชียงใหม่,50240,500206,5002,50,Ban Pae,Chom Thong,Chiang Mai
บ้านหลวง,จอมทอง,เชียงใหม่,50160,500203,5002,50,Ban Luang,Chom Thong,Chiang Mai
แม่สอย,จอมทอง,เชียงใหม่,50240,500209,5002,50,Mae Soi,Chom Thong,Chiang Mai
สบเตี๊ยะ,จอมทอง,เชียงใหม่,50160,500205,5002,50,Sop Tia,Chom Thong,Chiang Mai
เชียงดาว,เชียงดาว,เชียงใหม่,50170,500401,5004,50,Chiang Dao,Chiang Dao,Chiang Mai
ทุ่งข้าวพวง,เชียงดาว,เชียงใหม่,50170,500407,5004,50,Thung Khao Phuang,Chiang Dao,Chiang Mai
ปิงโค้ง,เชียงดาว,เชียงใหม่,50170,500406,5004,50,Ping Khong,Chiang Dao,Chiang Mai
เมืองคอง,เชียงดาว,เชียงใหม่,50170,500405,5004,50,Mueang Khong,Chiang Dao,Chiang Mai
เมืองงาย,เชียงดาว,เชียงใหม่,50170,500403,5004,50,Mueang Ngai,Chiang Dao,Chiang Mai
เมืองนะ,เชียงดาว,เชียงใหม่,50170,500402,5004,50,Mueang Na,Chiang Dao,Chiang Mai
แม่นะ,เชียงดาว,เชียงใหม่,50170,500404,5004,50,Mae Na,Chiang Dao,Chiang Mai
ปงตำ,ไชยปราการ,เชียงใหม่,50320,500902,5021,50,Pong Tam,Chai Prakan,Chiang Mai
แม่ทะลบ,ไชยปราการ,เชียงใหม่,50320,500908,5021,50,Mae Thalop,Chai Prakan,Chiang Mai
ศรีดงเย็น,ไชยปราการ,เชียงใหม่,50320,500907,5021,50,Si Dong Yen,Chai Prakan,Chiang Mai
หนองบัว,ไชยปราการ,เชียงใหม่,50320,500909,5021,50,Nong Bua,Chai Prakan,Chiang Mai
ดอยเต่า,ดอยเต่า,เชียงใหม่,50260,501701,5017,50,Doi Tao,Doi Tao,Chiang Mai
ท่าเดื่อ,ดอยเต่า,เชียงใหม่,50260,501702,5017,50,Tha Duea,Doi Tao,Chiang Mai
บงตัน,ดอยเต่า,เชียงใหม่,50260,501705,5017,50,Bong Tan,Doi Tao,Chiang Mai
บ้านแอ่น,ดอยเต่า,เชียงใหม่,50260,501704,5017,50,Ban Aen,Doi Tao,Chiang Mai
โปงทุ่ง,ดอยเต่า,เชียงใหม่,50260,501706,5017,50,Pong Thung,Doi Tao,Chiang Mai
มืดกา,ดอยเต่า,เชียงใหม่,50260,501703,5017,50,Muet Ka,Doi Tao,Chiang Mai
เชิงดอย,ดอยสะเก็ด,เชียงใหม่,50220,500501,5005,50,Choeng Doi,Doi Saket,Chiang Mai
ตลาดขวัญ,ดอยสะเก็ด,เชียงใหม่,50220,500507,5005,50,Talat Khwan,Doi Saket,Chiang Mai
ตลาดใหญ่,ดอยสะเก็ด,เชียงใหม่,50220,500510,5005,50,Talat Yai,Doi Saket,Chiang Mai
เทพเสด็จ,ดอยสะเก็ด,เชียงใหม่,50220,500514,5005,50,Thep Sadet,Doi Saket,Chiang Mai
ป่าป้อง,ดอยสะเก็ด,เชียงใหม่,50220,500504,5005,50,Pa Pong,Doi Saket,Chiang Mai
ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่,50220,500513,5005,50,Pa Miang,Doi Saket,Chiang Mai
