district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
นาสะเม็ง,ดอนตาล,มุกดาหาร,49120,490306,4903,49,Na Sameng,Don Tan,Mukdahan
บ้านแก้ง,ดอนตาล,มุกดาหาร,49120,490307,4903,49,Ban Kaeng,Don Tan,Mukdahan
บ้านบาก,ดอนตาล,มุกดาหาร,49120,490305,4903,49,Ban Bak,Don Tan,Mukdahan
ป่าไร่,ดอนตาล,มุกดาหาร,49120,490303,4903,49,Pa Rai,Don Tan,Mukdahan
โพธิ์ไทร,ดอนตาล,มุกดาหาร,49120,490302,4903,49,Pho Sai,Don Tan,Mukdahan
เหล่าหมี,ดอนตาล,มุกดาหาร,49120,490304,4903,49,Lao Mi,Don Tan,Mukdahan
กกแดง,นิคมคำสร้อย,มุกดาหาร,49130,490195,4902,49,Kok Daeng,Nikhom Kham Soi,Mukdahan
โชคชัย,นิคมคำสร้อย,มุกดาหาร,49130,490206,4902,49,Chok Chai,Nikhom Kham Soi,Mukdahan
นากอก,นิคมคำสร้อย,มุกดาหาร,49130,490196,4902,49,Na Kok,Nikhom Kham Soi,Mukdahan
นาอุดม,นิคมคำสร้อย,มุกดาหาร,49130,490205,4902,49,Na Udom,Nikhom Kham Soi,Mukdahan
นิคมคำสร้อย,นิคมคำสร้อย,มุกดาหาร,49130,490201,4902,49,Nikhom Kham Soi,Nikhom Kham Soi,Mukdahan
ร่มเกล้า,นิคมคำสร้อย,มุกดาหาร,49130,490207,4902,49,Rom Klao,Nikhom Kham Soi,Mukdahan
หนองแวง,นิคมคำสร้อย,มุกดาหาร,49130,490194,4902,49,Nong Waeng,Nikhom Kham Soi,Mukdahan
กุดแข้,เมืองมุกดาหาร,มุกดาหาร,49000,490113,4901,49,Kut Khae,Mueang Mukdahan,Mukdahan
คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,490109,4901,49,Kham Pa Lai,Mueang Mukdahan,Mukdahan
คำอาฮวน,เมืองมุกดาหาร,มุกดาหาร,49000,490110,4901,49,Kham Ahuan,Mueang Mukdahan,Mukdahan
ดงมอน,เมืองมุกดาหาร,มุกดาหาร,49000,490112,4901,49,Dong Mon,Mueang Mukdahan,Mukdahan
ดงเย็น,เมืองมุกดาหาร,มุกดาหาร,49000,490111,4901,49,Dong Yen,Mueang Mukdahan,Mukdahan
นาสีนวน,เมืองมุกดาหาร,มุกดาหาร,49000,490108,4901,49,Na Si Nuan,Mueang Mukdahan,Mukdahan
นาโสก,เมืองมุกดาหาร,มุกดาหาร,49000,490107,4901,49,Na Sok,Mueang Mukdahan,Mukdahan
บางทรายใหญ่,เมืองมุกดาหาร,มุกดาหาร,49000,490104,4901,49,Bang Sai Yai,Mueang Mukdahan,Mukdahan
บ้านโคก,เมืองมุกดาหาร,มุกดาหาร,49000,490103,4901,49,Ban Khok,Mueang Mukdahan,Mukdahan
ผึ่งแดด,เมืองมุกดาหาร,มุกดาหาร,49000,490106,4901,49,Phueng Daet,Mueang Mukdahan,Mukdahan
โพนทราย,เมืองมุกดาหาร,มุกดาหาร,49000,490105,4901,49,Phon Sai,Mueang Mukdahan,Mukdahan
มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,49000,490101,4901,49,Mukdahan,Mueang Mukdahan,Mukdahan
ศรีบุญเรือง,เมืองมุกดาหาร,มุกดาหาร,49000,490102,4901,49,Si Bun Rueang,Mueang Mukdahan,Mukdahan
โนนยาง,หนองสูง,มุกดาหาร,49160,490509,4907,49,Non Yang,Nong Sung,Mukdahan
บ้านเป้า,หนองสูง,มุกดาหาร,49160,490510,4907,49,Ban Pao,Nong Sung,Mukdahan
ภูวง,หนองสูง,มุกดาหาร,49160,490513,4907,49,Phu Wong,Nong Sung,Mukdahan
หนองสูง,หนองสูง,มุกดาหาร,49160,490502,4907,49,Nong Sung,Nong Sung,Mukdahan
หนองสูงใต้,หนองสูง,มุกดาหาร,49160,490501,4907,49,Nong Sung Tai,Nong Sung,Mukdahan
หนองสูงเหนือ,หนองสูง,มุกดาหาร,49160,490706,4907,49,Nong Sung Nuea,Nong Sung,Mukdahan
ชะโนด,หว้านใหญ่,มุกดาหาร,49150,490604,4906,49,Chanot,Wan Yai,Mukdahan
ดงหมู,หว้านใหญ่,มุกดาหาร,49150,490605,4906,49,Dong Mu,Wan Yai,Mukdahan
บางทรายน้อย,หว้านใหญ่,มุกดาหาร,49150,490198,4906,49,Bang Sai Noi,Wan Yai,Mukdahan
ป่งขาม,หว้านใหญ่,มุกดาหาร,49150,490602,4906,49,Pong Kham,Wan Yai,Mukdahan
หว้านใหญ่,หว้านใหญ่,มุกดาหาร,49150,490199,4906,49,Wan Yai,Wan Yai,Mukdahan
ขุนยวม,ขุนยวม,แม่ฮ่องสอน,58140,580201,5802,58,Khun Yuam,Khun Yuam,Mae Hong Son
เมืองปอน,ขุนยวม,แม่ฮ่องสอน,58140,580203,5802,58,Mueang Pon,Khun Yuam,Mae Hong Son
แม่กิ๊,ขุนยวม,แม่ฮ่องสอน,58140,580205,5802,58,Mae Ki,Khun Yuam,Mae Hong Son
แม่เงา,ขุนยวม,แม่ฮ่องสอน,58140,580202,5802,58,Mae Ngao,Khun Yuam,Mae Hong Son
แม่ยวมน้อย,ขุนยวม,แม่ฮ่องสอน,58140,580204,5802,58,Mae Yuam Noi,Khun Yuam,Mae Hong Son
แม่อูคอ,ขุนยวม,แม่ฮ่องสอน,58140,580206,5802,58,Mae Uo Kor,Khun Yuam,Mae Hong Son
ถ้ำลอด,ปางมะผ้า,แม่ฮ่องสอน,58150,580703,5807,58,Tham Lot,Pang Mapha,Mae Hong Son
นาปู่ป้อม,ปางมะผ้า,แม่ฮ่องสอน,58150,580704,5807,58,Na Pu Pom,Pang Mapha,Mae Hong Son
ปางมะผ้า,ปางมะผ้า,แม่ฮ่องสอน,58150,580107,5807,58,Pang Mapha,Pang Mapha,Mae Hong Son
สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,58150,580108,5807,58,Sop Pong,Pang Mapha,Mae Hong Son
ทุ่งยาว,ปาย,แม่ฮ่องสอน,58130,580305,5803,58,Thung Yao,Pai,Mae Hong Son
โป่งสา,ปาย,แม่ฮ่องสอน,58130,580307,5803,58,Pong Sa,Pai,Mae Hong Son
เมืองแปง,ปาย,แม่ฮ่องสอน,58130,580306,5803,58,Mueang Paeng,Pai,Mae Hong Son
แม่นาเติง,ปาย,แม่ฮ่องสอน,58130,580303,5803,58,Mae Na Toeng,Pai,Mae Hong Son
แม่ฮี้,ปาย,แม่ฮ่องสอน,58130,580304,5803,58,Mae Hi,Pai,Mae Hong Son
เวียงใต้,ปาย,แม่ฮ่องสอน,58130,580301,5803,58,Wiang Tai,Pai,Mae Hong Son
เวียงเหนือ,ปาย,แม่ฮ่องสอน,58130,580302,5803,58,Wiang Nuea,Pai,Mae Hong Son
จองคำ,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580101,5801,58,Chong Kham,Mueang Mae Hong Son,Mae Hong Son
ปางหมู,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580104,5801,58,Pang Mu,Mueang Mae Hong Son,Mae Hong Son
ผาบ่อง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580103,5801,58,Pha Bong,Mueang Mae Hong Son,Mae Hong Son
หมอกจำแป่,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580105,5801,58,Mok Champae,Mueang Mae Hong Son,Mae Hong Son
ห้วยปูลิง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580109,5801,58,Huai Pu Ling,Mueang Mae Hong Son,Mae Hong Son
ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580102,5801,58,Huai Pong,Mueang Mae Hong Son,Mae Hong Son
ห้วยผา,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,580106,5801,58,Huai Pha,Mueang Mae Hong Son,Mae Hong Son
ขุนแม่ลาน้อย,แม่ลาน้อย,แม่ฮ่องสอน,58120,580508,5805,58,Khun Mae La Noi,Mae La Noi,Mae Hong Son
ท่าผาปุ้ม,แม่ลาน้อย,แม่ฮ่องสอน,58120,580503,5805,58,Tha Pha Pum,Mae La Noi,Mae Hong Son
แม่โถ,แม่ลาน้อย,แม่ฮ่องสอน,58120,580504,5805,58,Mae Tho,Mae La Noi,Mae Hong Son
แม่นาจาง,แม่ลาน้อย,แม่ฮ่องสอน,58120,580506,5805,58,Mae Na Chang,Mae La Noi,Mae Hong Son
แม่ลาน้อย,แม่ลาน้อย,แม่ฮ่องสอน,58120,580501,5805,58,Mae La Noi,Mae La Noi,Mae Hong Son
แม่ลาหลวง,แม่ลาน้อย,แม่ฮ่องสอน,58120,580502,5805,58,Mae La Luang,Mae La Noi,Mae Hong Son
สันติคีรี,แม่ลาน้อย,แม่ฮ่องสอน,58120,580507,5805,58,Santi Khiri,Mae La Noi,Mae Hong Son
ห้วยห้อม,แม่ลาน้อย,แม่ฮ่องสอน,58120,580505,5805,58,Huai Hom,Mae La Noi,Mae Hong Son
บ้านกาศ,แม่สะเรียง,แม่ฮ่องสอน,58110,580401,5804,58,Ban Kat,Mae Sariang,Mae Hong Son
ป่าแป๋,แม่สะเรียง,แม่ฮ่องสอน,58110,580408,5804,58,Pa Pae,Mae Sariang,Mae Hong Son
แม่คง,แม่สะเรียง,แม่ฮ่องสอน,58110,580403,5804,58,Mae Khong,Mae Sariang,Mae Hong Son
แม่ยวม,แม่สะเรียง,แม่ฮ่องสอน,58110,580405,5804,58,Mae Yuam,Mae Sariang,Mae Hong Son
แม่สะเรียง,แม่สะเรียง,แม่ฮ่องสอน,58110,580402,5804,58,Mae Sariang,Mae Sariang,Mae Hong Son
แม่เหาะ,แม่สะเรียง,แม่ฮ่องสอน,58110,580404,5804,58,Mae Ho,Mae Sariang,Mae Hong Son
เสาหิน,แม่สะเรียง,แม่ฮ่องสอน,58110,580406,5804,58,Sao Hin,Mae Sariang,Mae Hong Son
กองก๋อย,สบเมย,แม่ฮ่องสอน,58110,580603,5806,58,Kong Koi,Sop Moei,Mae Hong Son
ป่าโปง,สบเมย,แม่ฮ่องสอน,58110,580605,5806,58,Pa Pong,Sop Moei,Mae Hong Son
แม่คะตวน,สบเมย,แม่ฮ่องสอน,58110,580498,5806,58,Mae Khatuan,Sop Moei,Mae Hong Son
แม่สวด,สบเมย,แม่ฮ่องสอน,58110,580604,5806,58,Mae Suat,Sop Moei,Mae Hong Son
แม่สามแลบ,สบเมย,แม่ฮ่องสอน,58110,580606,5806,58,Mae Sam Laep,Sop Moei,Mae Hong Son
สบเมย,สบเมย,แม่ฮ่องสอน,58110,580499,5806,58,Sop Moei,Sop Moei,Mae Hong Son
กำแมด,กุดชุม,ยโสธร,35140,350303,3503,35,Kammaet,Kut Chum,Yasothon
กุดชุม,กุดชุม,ยโสธร,35140,350301,3503,35,Kut Chum,Kut Chum,Yasothon
คำน้ำสร้าง,กุดชุม,ยโสธร,35140,350308,3503,35,Kham Nam Sang,Kut Chum,Yasothon
นาโส่,กุดชุม,ยโสธร,35140,350304,3503,35,Na So,Kut Chum,Yasothon
โนนเปือย,กุดชุม,ยโสธร,35140,350302,3503,35,Non Pueai,Kut Chum,Yasothon
โพนงาม,กุดชุม,ยโสธร,35140,350307,3503,35,Phon Ngam,Kut Chum,Yasothon
หนองหมี,กุดชุม,ยโสธร,35140,350306,3503,35,Nong Mi,Kut Chum,Yasothon
หนองแหน,กุดชุม,ยโสธร,35140,350309,3503,35,Nong Nae,Kut Chum,Yasothon
ห้วยแก้ง,กุดชุม,ยโสธร,35140,350305,3503,35,Huai Kaeng,Kut Chum,Yasothon
กุดน้ำใส,ค้อวัง,ยโสธร,35160,350698,3507,35,Kut Nam Sai,Kho Wang,Yasothon
ค้อวัง,ค้อวัง,ยโสธร,35160,350696,3507,35,Kho Wang,Kho Wang,Yasothon
น้ำอ้อม,ค้อวัง,ยโสธร,35160,350697,3507,35,Nam Om,Kho Wang,Yasothon
ฟ้าห่วน,ค้อวัง,ยโสธร,35160,350699,3507,35,Fa Huan,Kho Wang,Yasothon
กุดกุง,คำเขื่อนแก้ว,ยโสธร,35110,350410,3504,35,Kut Kung,Kham Khuean Kaeo,Yasothon
กู่จาน,คำเขื่อนแก้ว,ยโสธร,35110,350408,3504,35,Ku Chan,Kham Khuean Kaeo,Yasothon
แคนน้อย,คำเขื่อนแก้ว,ยโสธร,35180,350412,3504,35,Khaen Noi,Kham Khuean Kaeo,Yasothon
ดงแคนใหญ่,คำเขื่อนแก้ว,ยโสธร,35180,350407,3504,35,Dong Khaen Yai,Kham Khuean Kaeo,Yasothon
ดงเจริญ,คำเขื่อนแก้ว,ยโสธร,35110,350413,3504,35,Dong Charoen,Kham Khuean Kaeo,Yasothon
ทุ่งมน,คำเขื่อนแก้ว,ยโสธร,35110,350405,3504,35,Thung Mon,Kham Khuean Kaeo,Yasothon
นาแก,คำเขื่อนแก้ว,ยโสธร,35180,350409,3504,35,Na Kae,Kham Khuean Kaeo,Yasothon
นาคำ,คำเขื่อนแก้ว,ยโสธร,35180,350406,3504,35,Na Kham,Kham Khuean Kaeo,Yasothon
โพนทัน,คำเขื่อนแก้ว,ยโสธร,35110,350404,3504,35,Phon Than,Kham Khuean Kaeo,Yasothon
ย่อ,คำเขื่อนแก้ว,ยโสธร,35110,350402,3504,35,Yo,Kham Khuean Kaeo,Yasothon
ลุมพุก,คำเขื่อนแก้ว,ยโสธร,35110,350401,3504,35,Lumphuk,Kham Khuean Kaeo,Yasothon
สงเปือย,คำเขื่อนแก้ว,ยโสธร,35110,350403,3504,35,Song Pueai,Kham Khuean Kaeo,Yasothon
เหล่าไฮ,คำเขื่อนแก้ว,ยโสธร,35110,350411,3504,35,Lao Hai,Kham Khuean Kaeo,Yasothon
ดงมะไฟ,ทรายมูล,ยโสธร,35170,350197,3502,35,Dong Mafai,Sai Mun,Yasothon
ดู่ลาด,ทรายมูล,ยโสธร,35170,350202,3502,35,Du Lat,Sai Mun,Yasothon
ทรายมูล,ทรายมูล,ยโสธร,35170,350199,3502,35,Sai Mun,Sai Mun,Yasothon
นาเวียง,ทรายมูล,ยโสธร,35170,350196,3502,35,Na Wiang,Sai Mun,Yasothon
ไผ่,ทรายมูล,ยโสธร,35170,350205,3502,35,Phai,Sai Mun,Yasothon
คำเตย,ไทยเจริญ,ยโสธร,35120,350808,3509,35,Kham Toei,Thai Charoen,Yasothon
คำไผ่,ไทยเจริญ,ยโสธร,35120,350809,3509,35,Kham Phai,Thai Charoen,Yasothon
ไทยเจริญ,ไทยเจริญ,ยโสธร,35120,350815,3509,35,Thai Charoen,Thai Charoen,Yasothon
